Запись,Компания,Компания_ИНН,Год,Бассейн,Объект_лова,Тип_квоты,Доля_процент,Объем_тонн,Дата_начала_договора,Дата_окончания_договора,Причина_изменения,Группа_компаний
"ООО ""Зюйд-Вест"" — Минтай — 2023","ООО ""Зюйд-Вест""",6508006155,2023,Дальневосточный,Минтай,Промышленная,3.947,311.117,30.08.2018,29.08.2033,,
"ООО ""Зюйд-Вест"" — Минтай — 2023","ООО ""Зюйд-Вест""",6508006155,2023,Дальневосточный,Минтай,Промышленная,3.947,311.117,30.08.2018,29.08.2033,,
"ООО ""Зюйд-Вест"" — Треска — 2023","ООО ""Зюйд-Вест""",6508006155,2023,Дальневосточный,Треска,Промышленная,6.535,324.774,30.08.2018,29.08.2033,,
"ООО ""ЗЮЙД-ВЕСТ"" — Треска — 2023","ООО ""ЗЮЙД-ВЕСТ""",6508006155,2023,Дальневосточный,Треска,Промышленная,6.535,391.0,30.08.2018,29.08.2033,,
"ООО ""ЗЮЙД-ВЕСТ"" — Треска — 2024","ООО ""ЗЮЙД-ВЕСТ""",6508006155,2024,Дальневосточный,Треска,Промышленная,6.535,491.2,30.08.2018,29.08.2033,Биология/ОДУ,
"ООО ""зюйд-вест"" — Треска — 2025","ООО ""зюйд-вест""",6508006155,2025,Дальневосточный,Треска,Промышленная,6.535,352.505,30.08.2018,29.08.2033,Биология/ОДУ,
"ООО ""ЗЮЙД-ВЕСТ"" — Треска — 2026","ООО ""ЗЮЙД-ВЕСТ""",6508006155,2026,Дальневосточный,Треска,Промышленная,6.535,212.354,30.08.2018,29.08.2033,Биология/ОДУ,
ООО «ЗЮЙД-ВЕСТ» — Треска — 2026,ООО «ЗЮЙД-ВЕСТ»,6508006155,2026,Дальневосточный,Треска,Промышленная,,2.535,nan,nan,Биология/ОДУ,
"ООО ""Водолей"" — Макрурусы — 2023","ООО ""Водолей""",6509005281,2023,Дальневосточный,Макрурусы,Промышленная,0.463,74.001,31.08.2018,30.08.2033,,
ООО «ВОДОЛЕЙ» — Макрурусы — 2026,ООО «ВОДОЛЕЙ»,6509005281,2026,Дальневосточный,Макрурусы,Промышленная,,0.463,nan,nan,,
"ООО ""Водолей"" — Макрурусы (210) — 2023","ООО ""Водолей""",6509005281,2023,Дальневосточный,Макрурусы (210),Промышленная,0.463,74.001,31.08.2018,30.08.2033,,
"ООО ""ВОДОЛЕЙ"" — Макрурусы (210) — 2024","ООО ""ВОДОЛЕЙ""",6509005281,2024,Дальневосточный,Макрурусы (210),Промышленная,0.463,66.593,31.08.2018,30.08.2033,Биология/ОДУ,
"ООО ""ВОДОЛЕЙ"" — Макрурусы (210) — 2025","ООО ""ВОДОЛЕЙ""",6509005281,2025,Дальневосточный,Макрурусы (210),Промышленная,0.463,66.589,31.08.2018,30.08.2033,,
"ООО ""ВОДОЛЕЙ"" — Макрурусы (210) — 2026","ООО ""ВОДОЛЕЙ""",6509005281,2026,Дальневосточный,Макрурусы (210),Промышленная,0.463,46.159,31.08.2018,30.08.2033,Регулятор/Инвестквоты,
"ООО ""Водолей"" — Минтай — 2023","ООО ""Водолей""",6509005281,2023,Дальневосточный,Минтай,Промышленная,0.041,41.089,31.08.2018,30.08.2033,,
"ООО ""Водолей"" — Минтай — 2023","ООО ""Водолей""",6509005281,2023,Дальневосточный,Минтай,Промышленная,0.502,2378.94,31.08.2018,30.08.2033,,
"ООО ""Водолей"" — Минтай — 2023","ООО ""Водолей""",6509005281,2023,Дальневосточный,Минтай,Промышленная,0.278,814.014,31.08.2018,30.08.2033,,
"ООО ""Водолей"" — Минтай — 2023","ООО ""Водолей""",6509005281,2023,Дальневосточный,Минтай,Промышленная,0.384,859.695,31.08.2018,30.08.2033,,
"ООО ""Водолей"" — Минтай — 2023","ООО ""Водолей""",6509005281,2023,Дальневосточный,Минтай,Промышленная,0.502,6.105,31.08.2018,30.08.2033,,
"ООО ""Водолей"" — Минтай — 2023","ООО ""Водолей""",6509005281,2023,Дальневосточный,Минтай,Промышленная,0.126,77.226,31.08.2018,30.08.2033,,
"ООО ""ВОДОЛЕЙ"" — Минтай — 2023","ООО ""ВОДОЛЕЙ""",6509005281,2023,Дальневосточный,Минтай,Промышленная,0.502,6.105,31.08.2018,30.08.2033,,
"ООО ""ВОДОЛЕЙ"" — Минтай — 2024","ООО ""ВОДОЛЕЙ""",6509005281,2024,Дальневосточный,Минтай,Промышленная,2.778,849.2429,15.10.2021,14.10.2036,Биология/ОДУ,
"ООО ""ВОДОЛЕЙ"" — Минтай — 2024","ООО ""ВОДОЛЕЙ""",6509005281,2024,Дальневосточный,Минтай,Промышленная,0.502,2444.476,31.08.2018,30.08.2033,Биология/ОДУ,
"ООО ""ВОДОЛЕЙ"" — Минтай — 2025","ООО ""ВОДОЛЕЙ""",6509005281,2025,Дальневосточный,Минтай,Промышленная,0.041,49.775,31.08.2018,30.08.2033,Регулятор/Инвестквоты,
"ООО ""ВОДОЛЕЙ"" — Минтай — 2025","ООО ""ВОДОЛЕЙ""",6509005281,2025,Дальневосточный,Минтай,Промышленная,0.502,2723.194,31.08.2018,30.08.2033,Регулятор/Инвестквоты,
"ООО ""ВОДОЛЕЙ"" — Минтай — 2026","ООО ""ВОДОЛЕЙ""",6509005281,2026,Дальневосточный,Минтай,Промышленная,0.502,2109.41,31.08.2018,30.08.2033,Биология/ОДУ,
"ООО ""ВОДОЛЕЙ"" — Минтай — 2026","ООО ""ВОДОЛЕЙ""",6509005281,2026,Дальневосточный,Минтай,Промышленная,0.19,157.039,31.08.2018,30.08.2033,Биология/ОДУ,
ООО «ВОДОЛЕЙ» — Минтай — 2026,ООО «ВОДОЛЕЙ»,6509005281,2026,Дальневосточный,Минтай,Промышленная,,0.502,nan,nan,Биология/ОДУ,
"ООО ""Водолей"" — Сельдь — 2023","ООО ""Водолей""",6509005281,2023,Дальневосточный,Сельдь,Промышленная,2.11,746.407,03.09.2018,02.09.2033,,
"ООО ""ВОДОЛЕЙ"" — Сельдь — 2024","ООО ""ВОДОЛЕЙ""",6509005281,2024,Дальневосточный,Сельдь,Промышленная,2.11,924.27,03.09.2018,02.09.2033,,
"ООО ""ВОДОЛЕЙ"" — Сельдь — 2025","ООО ""ВОДОЛЕЙ""",6509005281,2025,Дальневосточный,Сельдь,Промышленная,2.11,924.281,03.09.2018,02.09.2033,,
"ООО ""ВОДОЛЕЙ"" — Сельдь — 2026","ООО ""ВОДОЛЕЙ""",6509005281,2026,Дальневосточный,Сельдь,Промышленная,2.11,1775.497,03.09.2018,02.09.2033,,
ООО «ВОДОЛЕЙ» — Сельдь — 2026,ООО «ВОДОЛЕЙ»,6509005281,2026,Дальневосточный,Сельдь,Промышленная,,2.11,nan,nan,Регулятор/Инвестквоты,
"ООО ""Водолей"" — Треска — 2023","ООО ""Водолей""",6509005281,2023,Дальневосточный,Треска,Промышленная,0.283,224.42,31.08.2018,30.08.2033,,
"ООО ""ВОДОЛЕЙ"" — Треска — 2023","ООО ""ВОДОЛЕЙ""",6509005281,2023,Дальневосточный,Треска,Промышленная,0.283,227.261,31.08.2018,30.08.2033,,
"ООО ""ВОДОЛЕЙ"" — Треска — 2024","ООО ""ВОДОЛЕЙ""",6509005281,2024,Дальневосточный,Треска,Промышленная,0.283,137.987,31.08.2018,30.08.2033,Биология/ОДУ,
"ООО ""ВОДОЛЕЙ"" — Треска — 2025","ООО ""ВОДОЛЕЙ""",6509005281,2025,Дальневосточный,Треска,Промышленная,0.283,116.671,31.08.2018,30.08.2033,Биология/ОДУ,
"ООО ""ВОДОЛЕЙ"" — Треска — 2026","ООО ""ВОДОЛЕЙ""",6509005281,2026,Дальневосточный,Треска,Промышленная,0.283,116.209,31.08.2018,30.08.2033,,
ООО «ВОДОЛЕЙ» — Треска — 2026,ООО «ВОДОЛЕЙ»,6509005281,2026,Дальневосточный,Треска,Промышленная,,0.283,nan,nan,Биология/ОДУ,
"АО ""Сахалин Лизинг Флот"" — Макрурусы — 2023","АО ""Сахалин Лизинг Флот""",6509006140,2023,Дальневосточный,Макрурусы,Промышленная,0.849,82.904,31.08.2018,30.08.2033,,ГК Норебо
АО «САХАЛИН ЛИЗИНГ ФЛОТ» — Макрурусы — 2026,АО «САХАЛИН ЛИЗИНГ ФЛОТ»,6509006140,2026,Дальневосточный,Макрурусы,Промышленная,,0.849,nan,nan,,ГК Норебо
"АО ""Сахалин Лизинг Флот"" — Макрурусы (210) — 2023","АО ""Сахалин Лизинг Флот""",6509006140,2023,Дальневосточный,Макрурусы (210),Промышленная,0.849,82.904,31.08.2018,30.08.2033,,ГК Норебо
"АО ""САХАЛИН ЛИЗИНГ ФЛОТ"" — Макрурусы (210) — 2024","АО ""САХАЛИН ЛИЗИНГ ФЛОТ""",6509006140,2024,Дальневосточный,Макрурусы (210),Промышленная,0.849,98.511,31.08.2018,30.08.2033,,ГК Норебо
"АО ""САХАЛИН ЛИЗИНГ ФЛОТ"" — Макрурусы (210) — 2025","АО ""САХАЛИН ЛИЗИНГ ФЛОТ""",6509006140,2025,Дальневосточный,Макрурусы (210),Промышленная,0.849,95.761,31.08.2018,30.08.2033,,ГК Норебо
"АО ""САХАЛИН ЛИЗИНГ ФЛОТ"" — Макрурусы (210) — 2026","АО ""САХАЛИН ЛИЗИНГ ФЛОТ""",6509006140,2026,Дальневосточный,Макрурусы (210),Промышленная,0.849,73.8,31.08.2018,30.08.2033,Регулятор/Инвестквоты,ГК Норебо
"АО ""Сахалин Лизинг Флот"" — Минтай — 2023","АО ""Сахалин Лизинг Флот""",6509006140,2023,Дальневосточный,Минтай,Промышленная,0.639,640.393,29.08.2018,28.08.2033,,ГК Норебо
"АО ""Сахалин Лизинг Флот"" — Минтай — 2023","АО ""Сахалин Лизинг Флот""",6509006140,2023,Дальневосточный,Минтай,Промышленная,6.091,28864.781,29.08.2018,28.08.2033,,ГК Норебо
"АО ""Сахалин Лизинг Флот"" — Минтай — 2023","АО ""Сахалин Лизинг Флот""",6509006140,2023,Дальневосточный,Минтай,Промышленная,3.341,9782.805,29.08.2018,28.08.2033,,ГК Норебо
"АО ""Сахалин Лизинг Флот"" — Минтай — 2023","АО ""Сахалин Лизинг Флот""",6509006140,2023,Дальневосточный,Минтай,Промышленная,3.104,6949.204,29.08.2018,28.08.2033,,ГК Норебо
"АО ""Сахалин Лизинг Флот"" — Минтай — 2023","АО ""Сахалин Лизинг Флот""",6509006140,2023,Дальневосточный,Минтай,Промышленная,6.091,74.08,29.08.2018,28.08.2033,,ГК Норебо
"АО ""Сахалин Лизинг Флот"" — Минтай — 2023","АО ""Сахалин Лизинг Флот""",6509006140,2023,Дальневосточный,Минтай,Промышленная,1.066,653.357,29.08.2018,28.08.2033,,ГК Норебо
"АО ""САХАЛИН ЛИЗИНГ ФЛОТ"" — Минтай — 2023","АО ""САХАЛИН ЛИЗИНГ ФЛОТ""",6509006140,2023,Дальневосточный,Минтай,Промышленная,6.091,74.08,29.08.2018,28.08.2033,,ГК Норебо
"АО ""САХАЛИН ЛИЗИНГ ФЛОТ"" — Минтай — 2024","АО ""САХАЛИН ЛИЗИНГ ФЛОТ""",6509006140,2024,Дальневосточный,Минтай,Промышленная,0.639,745.352,29.08.2018,28.08.2033,Биология/ОДУ,ГК Норебо
"АО ""САХАЛИН ЛИЗИНГ ФЛОТ"" — Минтай — 2024","АО ""САХАЛИН ЛИЗИНГ ФЛОТ""",6509006140,2024,Дальневосточный,Минтай,Промышленная,6.091,33042.719,29.08.2018,28.08.2033,Биология/ОДУ,ГК Норебо
"АО ""САХАЛИН ЛИЗИНГ ФЛОТ"" — Минтай — 2025","АО ""САХАЛИН ЛИЗИНГ ФЛОТ""",6509006140,2025,Дальневосточный,Минтай,Промышленная,0.639,839.842,29.08.2018,28.08.2033,Регулятор/Инвестквоты,ГК Норебо
"АО ""САХАЛИН ЛИЗИНГ ФЛОТ"" — Минтай — 2025","АО ""САХАЛИН ЛИЗИНГ ФЛОТ""",6509006140,2025,Дальневосточный,Минтай,Промышленная,6.091,35875.542,29.08.2018,28.08.2033,,ГК Норебо
